customer_id,age,gender,region,device_type,subscription_type,payment_method,marketing_channel,tenure_months,monthly_fee,avg_watch_hours,weekly_login_days,num_devices_registered,num_profiles,support_tickets_6m,payment_failures_3m,days_since_last_login,used_discount,auto_renew,price_increase_recent,multi_service_user,satisfaction_score,churn
204,50,Male,Busan,Android,Standard,CreditCard,Organic,7,15132.0,16.5,5.6,3,4,1,0,11,0,1,1,0,3.7,0
205,23,Female,Seoul,Tablet,Premium,BankTransfer,Referral,40,17458.0,13.8,4.7,2,1,2,0,0,0,1,0,0,3.4,0
206,28,Female,Other,Android,Standard,BankTransfer,Organic,13,13372.0,5.7,4.6,5,1,0,0,21,0,0,0,0,3.9,0
207,44,Male,Incheon,iOS,Premium,BankTransfer,Organic,7,19284.0,28.1,3.4,1,1,1,0,15,0,0,0,1,3.9,0
208,44,Male,Other,Android,Basic,CreditCard,SNS,11,,8.7,4.2,5,3,1,1,12,0,1,0,0,3.5,0
209,44,Female,Busan,iOS,Standard,CreditCard,Organic,19,15517.0,41.1,5.9,2,2,0,0,19,0,1,0,1,4.5,0
210,75,Male,Seoul,iOS,Premium,MobilePay,Affiliate,15,18416.0,17.9,2.4,5,1,2,1,10,1,1,0,0,1.9,0
211,44,Male,Busan,iOS,Standard,KakaoPay,SNS,16,12229.0,2.1,6.1,2,3,0,0,5,0,1,1,0,3.7,0
212,50,Male,Daegu,Android,Standard,BankTransfer,Ads,9,14463.0,,3.2,4,2,1,0,6,1,0,0,0,2.8,0
213,48,Female,Other,iOS,Premium,BankTransfer,SNS,25,19920.0,45.5,4.4,2,4,0,1,0,1,0,0,1,2.7,0
214,45,Male,Incheon,Web,Standard,CreditCard,Organic,8,12617.0,32.3,4.8,4,5,2,0,25,1,0,0,0,3.8,0
215,35,Male,Other,Web,Basic,BankTransfer,SNS,23,6839.0,16.0,3.9,6,2,1,0,24,0,1,0,1,3.6,1
216,46,Female,Busan,Android,Basic,BankTransfer,Organic,17,11412.0,18.9,4.1,1,2,1,0,22,0,1,1,1,,0
217,29,Female,Daejeon,Android,Basic,BankTransfer,Ads,24,10696.0,29.7,2.9,3,3,0,1,10,1,0,1,1,2.7,1
218,35,Female,Daejeon,Android,Standard,KakaoPay,SNS,6,12241.0,12.2,4.9,3,3,0,0,12,1,1,0,1,2.9,0
219,33,Male,Busan,Android,Basic,MobilePay,Referral,25,,23.5,6.2,4,5,0,1,33,0,0,1,0,3.7,0
220,39,Female,Seoul,Android,Basic,MobilePay,Referral,20,8966.0,37.3,1.8,1,1,1,2,30,0,1,1,0,2.6,0
221,63,Male,Busan,Android,Basic,CreditCard,Organic,5,,16.4,5.5,5,1,0,0,22,0,1,0,0,4.7,0
222,18,Female,Seoul,Web,Premium,CreditCard,SNS,21,18492.0,10.4,3.7,2,2,0,0,10,0,0,0,0,4.2,0
223,46,Female,Other,iOS,Basic,CreditCard,Organic,32,,,4.6,4,4,3,0,0,1,0,0,0,4.1,0
224,20,Male,Other,Web,Basic,MobilePay,SNS,16,8859.0,11.6,3.7,5,4,1,0,7,0,1,0,1,,0
225,33,Female,Daejeon,Web,Standard,MobilePay,SNS,3,12106.0,9.0,4.3,2,4,2,0,9,0,1,0,1,3.4,0
226,50,Male,Daejeon,iOS,Basic,CreditCard,Organic,26,10143.0,20.0,2.4,3,3,1,1,0,0,1,0,1,2.6,1
227,39,Female,Busan,iOS,Basic,CreditCard,Affiliate,18,9741.0,1.4,7.0,1,3,4,0,8,1,1,0,0,4.2,0
228,26,Male,Seoul,Web,Basic,MobilePay,Organic,39,7814.0,30.6,1.8,6,3,0,0,14,0,1,0,0,3.1,0
229,30,Female,Other,iOS,Standard,CreditCard,Affiliate,11,14007.0,8.2,4.3,4,2,3,1,0,0,0,0,1,4.2,0
230,45,Male,Daegu,iOS,Basic,CreditCard,Ads,42,8233.0,5.5,2.3,5,3,1,0,9,1,0,0,1,4.3,0
231,30,Male,Daejeon,Web,Premium,CreditCard,Organic,26,19250.0,14.1,5.0,3,2,0,0,0,0,1,0,0,3.3,0
232,40,Female,Other,Android,Basic,KakaoPay,SNS,39,6602.0,13.4,1.4,6,1,1,0,23,0,1,0,0,1.8,0
233,39,Female,Incheon,iOS,Premium,,Referral,5,18570.0,16.1,4.9,2,1,0,0,8,1,1,0,0,2.8,0
234,31,Female,Seoul,Android,Standard,CreditCard,Organic,19,15460.0,13.1,3.4,5,3,0,0,2,1,1,0,1,2.9,0
235,62,Male,Other,Web,Premium,BankTransfer,Ads,12,17081.0,30.1,3.7,5,3,0,0,11,0,1,0,1,4.1,0
236,45,Male,Incheon,Web,Basic,CreditCard,Ads,60,8573.0,27.6,4.8,3,6,0,0,0,0,0,0,0,3.0,0
237,18,Female,Other,iOS,Standard,BankTransfer,Affiliate,36,15387.0,6.5,5.3,4,5,1,1,50,0,0,1,0,3.4,0
238,40,Female,Incheon,iOS,Standard,MobilePay,Referral,16,16063.0,8.7,5.7,5,2,0,0,7,0,0,0,0,4.1,0
239,31,Male,Seoul,Web,Standard,KakaoPay,Organic,5,14649.0,27.1,2.5,3,3,2,0,33,0,1,0,0,3.9,0
240,47,Female,Seoul,iOS,Standard,BankTransfer,Organic,14,15833.0,29.6,5.7,4,3,0,0,6,0,1,0,0,4.2,0
241,29,Male,Daejeon,Web,Basic,CreditCard,Referral,10,10406.0,56.9,4.7,2,2,1,0,2,0,1,0,1,3.6,0
242,37,Male,Daegu,iOS,Basic,CreditCard,Referral,3,6950.0,25.5,6.4,4,2,0,0,25,0,0,0,1,3.7,0
243,44,Male,Incheon,Web,Basic,CreditCard,Ads,7,9675.0,8.6,2.8,4,3,1,1,5,0,1,0,0,2.6,0
244,48,Female,Incheon,iOS,Premium,BankTransfer,Ads,39,19430.0,20.7,3.5,2,3,0,1,5,1,1,1,1,3.0,0
245,25,Female,Daegu,iOS,Standard,CreditCard,Ads,29,11949.0,21.1,3.0,6,3,0,0,10,1,1,0,0,2.1,1
246,34,Female,Seoul,Android,Basic,BankTransfer,Organic,29,6956.0,12.8,5.3,3,5,3,0,0,0,1,0,0,2.6,0
247,33,Female,Busan,Android,Standard,KakaoPay,Referral,25,14741.0,5.9,5.6,2,4,1,2,2,0,0,0,0,5.0,0
248,31,Male,Busan,Web,Standard,CreditCard,Organic,49,13324.0,20.8,5.7,1,3,1,2,27,1,1,0,0,3.9,0
249,57,Female,Incheon,iOS,Basic,BankTransfer,Ads,17,9163.0,20.0,4.7,2,1,2,0,4,0,1,0,0,2.8,0
250,42,Female,Daegu,iOS,Standard,BankTransfer,Organic,45,14441.0,14.3,4.3,3,2,0,0,0,0,1,0,0,2.1,0
251,24,Female,Seoul,iOS,Basic,,Referral,46,11057.0,16.5,6.3,2,2,1,0,11,0,0,0,0,3.8,0
252,48,Male,Incheon,Android,Basic,BankTransfer,SNS,19,,16.6,2.5,2,5,0,0,15,1,0,0,1,3.5,0
253,61,Female,Incheon,iOS,Standard,CreditCard,Referral,23,12966.0,19.3,2.2,3,3,0,0,12,1,1,0,1,3.2,0
254,49,Female,Busan,Android,Basic,KakaoPay,Referral,60,8616.0,21.0,5.7,3,5,1,0,4,0,1,0,0,4.4,0
255,21,Female,Other,Web,Basic,MobilePay,Referral,35,8206.0,5.7,1.5,3,2,1,0,7,1,0,1,0,3.0,0
256,33,Female,Seoul,iOS,Premium,BankTransfer,Organic,27,22336.0,,7.0,3,2,2,0,25,0,0,0,1,3.3,0
257,52,Female,Gwangju,Web,Basic,,Organic,9,10175.0,10.9,4.4,2,1,0,1,1,0,1,0,0,,0
258,30,Male,Seoul,iOS,Standard,KakaoPay,SNS,22,14480.0,14.0,7.0,3,1,0,1,3,1,1,0,0,3.4,0
259,43,Female,Other,Android,Premium,CreditCard,SNS,28,20042.0,,3.0,3,3,0,0,2,0,1,1,0,3.9,0
260,47,Female,Other,Web,Basic,CreditCard,Ads,31,8876.0,25.6,3.4,1,5,2,0,2,0,0,0,0,2.5,0
261,28,Female,Incheon,Android,Basic,MobilePay,Organic,9,,24.8,5.2,3,2,1,2,4,0,1,1,1,2.9,0
262,37,Male,Other,iOS,Premium,BankTransfer,Affiliate,51,22881.0,45.1,1.8,2,2,0,1,11,0,0,0,0,2.1,0
263,18,Male,Busan,Android,Standard,CreditCard,Organic,9,13056.0,14.4,3.3,3,4,0,2,10,0,1,1,0,1.5,0
264,27,Male,Seoul,iOS,Premium,CreditCard,SNS,15,20560.0,8.2,3.1,2,2,0,0,1,0,0,1,1,3.2,0
265,35,Male,Busan,Android,Basic,MobilePay,Ads,48,10235.0,30.0,3.0,4,4,1,0,1,0,0,0,0,2.3,0
266,24,Male,Busan,iOS,Premium,MobilePay,Organic,42,18786.0,,5.4,4,2,1,0,0,1,1,0,0,2.4,0
267,56,Female,Incheon,Web,Basic,KakaoPay,Affiliate,28,11595.0,10.2,2.6,6,3,1,0,3,1,0,0,1,3.5,0
268,22,Male,Busan,iOS,Premium,CreditCard,Referral,13,21019.0,25.5,5.0,3,1,1,0,4,1,1,0,1,3.0,0
269,33,Male,Incheon,Android,Premium,CreditCard,Ads,12,17771.0,27.1,6.7,3,6,1,0,9,0,1,0,0,1.9,0
270,39,Male,Daejeon,iOS,Standard,,Ads,18,14905.0,6.4,4.8,2,1,0,0,4,0,1,0,0,4.4,0
271,54,Male,Busan,Web,Standard,KakaoPay,SNS,18,15314.0,25.2,4.2,1,3,3,0,6,0,1,1,0,1.8,0
272,22,Female,Seoul,Android,Basic,CreditCard,Organic,13,9006.0,13.1,2.7,3,3,1,0,13,0,0,1,1,2.9,1
273,51,Male,Incheon,Android,Basic,BankTransfer,Organic,33,9823.0,14.7,1.4,1,5,0,0,3,0,0,0,0,3.4,0
274,38,Male,Incheon,Android,Basic,BankTransfer,Affiliate,15,,25.0,5.2,7,2,1,0,1,1,1,0,0,4.1,0
275,27,Female,Seoul,iOS,Standard,BankTransfer,Referral,39,12853.0,8.3,5.1,3,2,1,0,2,1,0,0,0,1.8,0
276,43,Female,Seoul,iOS,Premium,MobilePay,SNS,12,19310.0,36.2,6.3,3,4,1,0,27,1,1,0,0,3.1,0
277,40,Male,Daegu,iOS,Standard,BankTransfer,Ads,16,13763.0,64.1,5.3,1,3,1,0,5,0,0,0,0,3.2,0
278,31,Female,Seoul,iOS,Basic,CreditCard,Referral,21,8747.0,7.7,4.7,6,2,0,0,2,1,0,1,0,3.6,0
279,39,Female,Other,iOS,Standard,MobilePay,Organic,14,10413.0,23.6,5.3,5,3,0,2,3,0,1,0,0,3.2,0
280,34,Female,Seoul,iOS,Basic,CreditCard,SNS,9,10918.0,17.0,4.1,3,1,0,1,5,0,0,0,0,4.2,0
281,39,Female,Seoul,iOS,Basic,CreditCard,Organic,35,,13.0,1.6,2,3,1,1,0,1,0,0,0,2.0,0
282,45,Female,Incheon,Android,Basic,CreditCard,Organic,25,8039.0,18.9,3.8,3,3,0,2,21,0,1,0,0,3.6,0
283,55,Male,Other,Android,Premium,CreditCard,Ads,46,18522.0,35.0,4.4,5,2,0,2,26,1,1,0,0,4.5,0
284,24,Male,Gwangju,Android,Basic,BankTransfer,Affiliate,35,,16.8,2.5,3,3,2,1,1,0,0,1,0,4.3,0
285,61,Male,Busan,Web,Basic,KakaoPay,Organic,15,7148.0,21.0,5.9,3,3,1,0,22,1,1,0,0,2.4,0
286,18,Male,Seoul,Web,Basic,BankTransfer,Organic,48,7804.0,,4.2,2,4,0,0,7,0,1,0,1,3.8,0
287,36,Female,Incheon,Android,Standard,BankTransfer,Ads,31,,14.9,1.2,8,3,14,0,30,1,1,0,0,4.7,0
288,44,Female,Seoul,Android,Basic,CreditCard,Affiliate,8,9495.0,19.6,2.4,1,2,2,0,2,1,0,0,0,3.7,0
289,41,Male,Gwangju,Web,Premium,KakaoPay,Affiliate,34,17333.0,9.4,7.0,4,3,1,0,4,1,1,0,0,2.8,0
290,31,Male,Daegu,Android,Standard,KakaoPay,Organic,12,13117.0,9.5,5.4,1,3,0,1,7,0,0,1,0,1.5,0
291,36,Male,Busan,Android,Basic,MobilePay,Organic,48,,33.6,2.9,4,2,1,0,0,1,0,0,1,4.6,0
292,33,Female,Seoul,Android,Standard,CreditCard,SNS,26,12578.0,20.5,5.6,2,3,2,2,18,0,1,0,1,3.5,0
293,32,Female,Other,Android,Basic,BankTransfer,Referral,14,9626.0,26.2,4.8,3,3,1,0,1,1,1,1,0,2.2,0
294,47,Female,Daegu,iOS,Standard,CreditCard,Organic,22,12106.0,21.7,6.8,4,3,0,2,12,1,1,0,0,2.1,1
295,42,Female,Other,Android,Standard,CreditCard,Organic,9,16578.0,8.5,7.0,3,2,0,2,16,1,1,1,0,3.5,0
296,30,Female,Busan,iOS,Standard,CreditCard,Organic,14,12618.0,21.7,2.8,3,6,0,0,5,0,0,1,0,5.0,0
297,48,Female,Gwangju,Tablet,Premium,CreditCard,Organic,9,18460.0,18.2,4.3,4,3,1,0,19,0,1,0,0,2.0,1
298,41,Male,Seoul,Android,Premium,KakaoPay,Affiliate,8,17118.0,24.4,7.0,3,2,2,0,3,0,1,0,1,2.7,0
299,47,Female,Busan,Android,Standard,BankTransfer,Ads,17,10456.0,10.6,5.7,5,2,1,0,13,0,1,1,0,3.5,1
300,45,Female,Gwangju,Android,Premium,CreditCard,SNS,11,19742.0,13.0,2.6,5,1,0,1,16,0,1,0,0,3.1,0
301,29,Female,Other,iOS,Basic,MobilePay,Ads,12,7541.0,37.3,7.0,2,4,0,0,11,0,1,0,0,2.9,0
302,32,Female,Busan,iOS,Premium,CreditCard,Organic,10,19425.0,20.6,5.6,2,2,1,1,51,0,0,0,1,3.2,0
303,46,Female,Other,Android,Basic,MobilePay,Organic,28,8328.0,8.2,6.9,4,2,18,0,0,0,1,0,0,4.0,0
304,45,Female,Gwangju,Android,Basic,BankTransfer,Ads,51,10474.0,32.0,2.2,5,4,0,1,3,0,1,0,0,4.7,0
305,38,Female,Busan,iOS,Standard,CreditCard,SNS,28,,19.0,2.4,2,3,0,1,17,1,0,0,0,3.9,0
306,39,Male,Other,Web,Basic,BankTransfer,SNS,17,7161.0,16.0,4.1,5,1,2,1,4,1,1,0,0,4.0,0
307,52,Female,Daegu,Android,Basic,CreditCard,Organic,26,9162.0,12.8,5.2,3,4,1,0,4,1,1,0,1,2.4,0
308,31,Female,Gwangju,Android,Basic,,Affiliate,9,12010.0,15.3,2.4,5,1,1,1,7,0,1,1,0,3.2,0
309,44,Male,Incheon,iOS,Basic,CreditCard,Affiliate,36,8769.0,5.7,6.0,3,6,0,0,0,1,1,0,0,,0
310,36,Female,Incheon,Android,Basic,CreditCard,Organic,16,8401.0,4.5,7.0,4,4,1,0,15,1,1,0,0,5.0,0
311,36,Female,Other,Android,Basic,MobilePay,Organic,10,9750.0,30.4,3.3,6,2,1,1,30,0,0,1,0,2.8,0
312,50,Female,Busan,Web,Standard,,Organic,14,12600.0,8.4,3.2,4,4,1,1,2,0,1,0,1,3.2,0
313,47,Female,Seoul,Android,Standard,BankTransfer,Organic,18,13606.0,8.4,7.0,1,2,1,0,34,1,1,0,0,3.2,1
314,47,Male,Other,Web,Standard,CreditCard,Ads,22,13794.0,17.7,3.4,3,2,1,0,2,1,1,0,0,,0
315,52,Female,Other,iOS,Basic,KakaoPay,Ads,20,7792.0,,2.0,4,1,1,0,23,0,1,0,0,3.6,0
316,38,Female,Busan,Android,Premium,BankTransfer,Organic,37,20511.0,6.8,6.8,2,5,0,0,0,0,0,0,0,1.7,0
317,46,Male,Seoul,iOS,Basic,CreditCard,SNS,28,10341.0,5.9,5.6,4,2,0,0,2,0,1,0,0,3.2,0
318,35,Male,Gwangju,iOS,Basic,BankTransfer,Ads,42,8083.0,8.8,6.9,4,4,0,0,0,1,1,0,1,,0
319,42,Female,Seoul,Android,Premium,CreditCard,Affiliate,27,20367.0,,4.4,3,1,3,0,0,1,1,0,0,2.6,0
320,37,Female,Incheon,Android,Standard,CreditCard,Referral,14,14789.0,12.9,4.5,2,4,0,0,17,1,0,0,1,2.9,0
321,39,Female,Seoul,iOS,Premium,BankTransfer,Referral,19,18981.0,21.6,3.8,4,4,0,0,19,1,1,0,0,3.5,0
322,45,Female,Daegu,iOS,Basic,CreditCard,Organic,12,10797.0,23.9,3.7,5,4,0,2,17,0,0,0,0,2.6,0
323,29,Male,Seoul,iOS,Standard,CreditCard,SNS,5,15964.0,12.6,3.4,8,2,0,1,14,0,1,1,0,3.5,0
324,61,Male,Gwangju,Android,Basic,BankTransfer,Organic,37,8322.0,38.5,2.7,4,4,0,0,0,0,1,0,0,3.7,0
325,27,Male,Gwangju,Web,Premium,CreditCard,SNS,25,19846.0,29.3,3.1,1,1,0,1,8,1,1,0,0,5.0,0
326,25,Female,Incheon,iOS,Basic,CreditCard,Organic,37,9638.0,13.4,3.6,5,1,0,0,2,0,1,0,0,3.2,0
327,51,Male,Seoul,iOS,Basic,CreditCard,Organic,37,10076.0,27.5,4.7,1,2,1,1,4,1,1,0,0,3.2,0
328,47,Female,Seoul,iOS,Basic,CreditCard,Affiliate,60,,14.2,6.6,3,1,1,0,6,1,1,0,1,3.2,0
329,45,Female,Busan,Android,Standard,KakaoPay,Referral,13,14930.0,0.6,1.5,5,3,2,1,18,0,1,0,0,2.7,1
330,45,Female,Incheon,Tablet,Basic,BankTransfer,Affiliate,18,47065.0,,4.9,1,4,0,0,1,0,1,1,0,2.8,0
331,38,Male,Gwangju,Android,Premium,CreditCard,Referral,29,23271.0,14.5,1.4,3,2,0,0,5,0,0,0,0,2.8,0
332,28,Female,Seoul,iOS,Premium,CreditCard,Ads,24,19072.0,19.0,5.2,3,6,1,0,1,0,1,0,0,4.2,1
333,39,Male,Daejeon,iOS,Standard,KakaoPay,Organic,12,12156.0,8.1,1.2,2,1,1,0,5,0,1,1,0,3.4,0
334,31,Male,Daejeon,Web,Standard,BankTransfer,Affiliate,9,14829.0,19.7,1.3,4,1,3,0,4,1,1,0,0,4.0,0
335,49,Male,Incheon,iOS,Premium,CreditCard,Ads,60,18535.0,6.3,5.2,3,1,1,1,47,0,1,1,1,3.1,0
336,36,Female,Busan,iOS,Premium,CreditCard,Organic,20,18137.0,24.5,4.6,5,3,0,1,13,0,1,0,0,3.7,0
337,29,Male,Other,Web,Premium,CreditCard,Organic,8,19008.0,13.3,1.9,3,5,0,0,0,0,0,0,0,,0
338,34,Female,Other,Web,Premium,CreditCard,Referral,8,19754.0,16.3,6.2,3,2,0,0,3,1,1,1,0,3.5,0
339,43,Male,Other,Android,Basic,MobilePay,Organic,45,8255.0,5.5,3.8,6,2,2,0,9,1,1,0,0,3.4,0
340,32,Male,Busan,Android,Basic,BankTransfer,SNS,44,,34.6,5.2,2,2,2,0,1,0,1,0,0,3.7,0
341,29,Male,Other,iOS,Standard,MobilePay,Affiliate,44,12834.0,36.8,6.0,3,1,3,0,19,0,0,0,0,3.4,0
342,41,Female,Seoul,Web,Basic,CreditCard,Organic,8,10001.0,4.3,7.0,2,3,0,0,0,1,1,0,0,3.1,0
343,41,Female,Incheon,iOS,Basic,CreditCard,SNS,24,9082.0,4.5,4.3,3,2,2,0,0,1,0,0,0,3.6,1
344,32,Female,Incheon,Android,Standard,KakaoPay,SNS,42,14135.0,4.2,2.5,3,3,2,0,16,1,1,0,0,3.0,0
345,33,Female,Incheon,iOS,Standard,BankTransfer,SNS,3,11812.0,25.4,6.2,3,2,1,1,8,1,1,0,1,1.9,0
346,41,Female,Gwangju,Android,Standard,CreditCard,Organic,32,11152.0,2.6,6.6,3,3,0,0,4,0,1,0,1,3.5,0
347,22,Female,Seoul,iOS,Premium,CreditCard,Referral,30,19956.0,28.1,5.7,2,3,0,0,0,1,0,0,1,4.6,0
348,23,Female,Other,Android,Standard,BankTransfer,Ads,17,16552.0,6.8,5.0,3,3,1,0,9,1,1,0,0,1.1,0
349,30,Female,Daegu,iOS,Basic,MobilePay,Ads,25,8169.0,12.0,6.3,3,2,2,0,8,1,0,0,0,4.2,0
350,36,Female,Other,Web,Basic,CreditCard,Ads,8,11217.0,42.9,3.8,2,2,1,1,13,0,0,0,0,4.7,0
351,41,Female,Seoul,iOS,Basic,MobilePay,Organic,19,9605.0,20.0,4.4,6,2,0,1,7,0,1,0,0,,1
352,54,Female,Gwangju,Android,Basic,CreditCard,Organic,9,,24.1,5.7,4,3,0,0,2,0,0,0,0,2.0,0
353,47,Female,Incheon,iOS,Basic,CreditCard,Affiliate,7,8659.0,41.8,5.0,2,3,0,0,3,0,1,1,0,3.5,0
354,36,Female,Daegu,Android,Basic,CreditCard,SNS,32,9605.0,,6.1,4,4,0,0,5,0,1,0,0,3.5,0
355,38,Male,Daejeon,Web,Premium,KakaoPay,Organic,25,21811.0,21.3,1.5,3,2,3,0,8,0,1,0,0,3.2,0
356,27,Female,Seoul,iOS,Standard,KakaoPay,Ads,28,14316.0,7.2,4.0,3,2,1,1,3,0,1,0,0,4.9,0
357,38,Male,Seoul,Web,Standard,CreditCard,Organic,9,13530.0,15.1,5.8,4,2,0,0,3,1,1,0,0,3.7,1
358,35,Female,Daejeon,Web,Premium,CreditCard,Ads,13,,33.1,4.1,2,2,0,0,4,0,1,0,0,3.2,0
359,42,Female,Daegu,Android,Basic,KakaoPay,Organic,17,7832.0,15.9,5.6,3,4,3,0,12,0,0,0,1,3.8,0
360,29,Female,Seoul,Tablet,Standard,CreditCard,Affiliate,38,12585.0,33.5,3.6,4,4,1,0,0,1,1,0,0,3.5,0
361,44,Male,Incheon,Android,Basic,CreditCard,Ads,13,9432.0,34.2,6.6,6,1,1,0,4,0,1,0,0,3.8,0
362,55,Male,Incheon,iOS,Premium,MobilePay,Organic,11,19436.0,17.6,3.7,6,3,2,1,9,1,0,0,0,1.7,0
363,37,Male,Daejeon,Android,Basic,KakaoPay,Referral,11,8995.0,13.3,3.0,4,2,0,0,28,1,1,0,0,3.0,0
364,42,Male,Seoul,Android,Basic,BankTransfer,Ads,21,9268.0,15.6,3.9,4,1,0,0,2,1,0,0,0,3.4,0
365,46,Female,Daegu,iOS,Basic,CreditCard,Ads,50,8803.0,6.5,5.8,3,4,1,0,10,0,1,0,0,2.2,0
366,34,Female,Gwangju,Android,Premium,MobilePay,Ads,11,17036.0,19.7,3.9,3,2,0,1,8,1,0,1,0,2.9,0
367,40,Female,Daejeon,Android,Basic,CreditCard,SNS,11,7944.0,15.0,0.5,2,2,1,0,6,1,1,1,0,4.6,0
368,38,Female,Other,Android,Premium,CreditCard,Organic,29,20146.0,6.7,3.1,5,4,0,0,15,1,1,0,0,5.0,0
369,39,Male,Incheon,iOS,Basic,BankTransfer,SNS,25,11024.0,26.1,4.3,2,1,1,1,7,0,0,0,0,2.4,0
370,29,Male,Busan,Android,Basic,KakaoPay,Organic,15,9557.0,15.4,4.5,2,5,1,0,12,0,0,0,0,,0
371,38,Male,Seoul,iOS,Basic,CreditCard,Organic,7,7946.0,11.9,5.7,4,2,4,0,3,0,1,1,0,1.8,0
372,43,Female,Busan,iOS,Basic,CreditCard,SNS,20,10268.0,28.5,3.5,3,1,3,2,8,0,0,1,0,2.2,1
373,54,Female,Seoul,Android,Standard,BankTransfer,Affiliate,7,13612.0,8.0,3.2,2,4,0,0,3,0,0,0,0,3.6,0
374,49,Female,Other,Android,Standard,MobilePay,Ads,44,14632.0,26.3,4.2,3,3,0,0,5,0,0,1,0,2.7,0
375,62,Male,Other,iOS,Basic,MobilePay,Ads,30,9148.0,5.0,3.7,4,2,2,0,3,0,0,0,0,5.0,0
376,30,Male,Incheon,iOS,Basic,MobilePay,Organic,10,10327.0,20.0,3.8,2,3,2,1,44,1,1,1,0,2.9,0
377,48,Female,Busan,iOS,Basic,MobilePay,Organic,7,9988.0,11.2,3.1,5,3,1,0,17,1,1,1,0,4.2,0
378,40,Male,Seoul,iOS,Basic,BankTransfer,Organic,37,7503.0,6.1,5.7,1,3,1,0,13,1,0,0,0,2.4,1
379,62,Female,Other,Android,Standard,CreditCard,Organic,7,14804.0,5.6,7.0,6,3,1,0,25,1,0,0,0,4.7,0
380,29,Male,Other,iOS,Standard,MobilePay,Ads,40,,,1.0,5,4,0,0,74,1,1,0,1,3.4,0
381,29,Male,Busan,Android,Basic,BankTransfer,Ads,60,8889.0,15.7,3.6,1,6,2,0,33,0,1,0,0,4.3,0
382,31,Female,Gwangju,Android,Standard,MobilePay,Affiliate,20,14506.0,15.7,6.2,3,3,0,0,2,1,0,0,0,3.8,0
383,18,Male,Busan,Android,Standard,MobilePay,Organic,41,14241.0,14.7,4.7,2,1,0,0,0,0,0,0,0,3.7,0
384,32,Female,Seoul,Web,Basic,,Ads,44,8324.0,18.6,3.9,3,4,1,0,7,0,1,0,1,4.3,0
385,30,Female,Seoul,iOS,Basic,BankTransfer,SNS,21,9545.0,19.8,7.0,6,2,2,0,8,0,0,0,1,2.7,0
386,40,Female,Daegu,Tablet,Premium,,SNS,20,16379.0,41.0,3.2,1,3,0,1,5,0,0,0,1,2.6,0
387,42,Female,Seoul,Tablet,Basic,CreditCard,Ads,23,10090.0,17.1,5.5,5,6,0,0,9,0,1,0,0,3.8,0
388,59,Female,Seoul,Tablet,Standard,CreditCard,Organic,26,,13.7,5.2,4,4,0,1,0,0,1,0,0,4.4,0
389,48,Male,Seoul,Android,Standard,MobilePay,Organic,40,14272.0,10.4,2.2,7,1,1,3,1,1,0,0,0,2.0,0
390,32,Female,Busan,iOS,Standard,MobilePay,Ads,19,12825.0,12.3,3.9,3,3,1,0,8,1,0,0,1,2.4,0
391,28,Female,Gwangju,Android,Standard,MobilePay,Referral,29,18169.0,18.7,4.5,2,2,1,2,6,0,1,0,0,2.9,0
392,43,Male,Seoul,iOS,Basic,MobilePay,SNS,36,,,6.4,3,6,1,0,29,1,1,1,0,2.1,0
393,23,Female,Other,Android,Basic,CreditCard,SNS,29,8799.0,28.9,7.0,3,1,2,1,3,0,1,0,1,3.0,0
394,58,Female,Busan,Android,Premium,CreditCard,Ads,6,20104.0,9.5,3.8,3,1,0,1,0,1,1,1,1,3.3,1
395,51,Female,Busan,iOS,Standard,BankTransfer,Ads,29,14353.0,18.6,5.2,3,4,1,2,0,1,1,0,0,1.9,0
396,33,Female,Seoul,Tablet,Standard,MobilePay,Organic,27,14150.0,23.3,5.6,2,6,0,1,11,1,1,0,0,3.7,0
397,19,Male,Busan,iOS,Basic,CreditCard,Organic,24,5063.0,,5.1,4,5,0,0,48,1,1,0,1,3.8,0
398,53,Female,Seoul,Android,Standard,MobilePay,Ads,36,13971.0,12.0,3.0,4,3,1,1,4,1,0,0,0,3.7,0
399,37,Male,Busan,Web,Premium,CreditCard,Organic,25,20886.0,,4.4,1,4,1,0,3,1,1,1,0,3.9,0
400,52,Male,Other,Android,Basic,CreditCard,Organic,33,8441.0,,5.7,1,3,0,2,2,0,0,0,1,3.5,0
401,20,Female,Daejeon,Web,Premium,MobilePay,SNS,16,16289.0,46.3,3.2,2,2,2,1,15,1,1,0,0,2.5,0
402,31,Female,Other,Web,Basic,MobilePay,Affiliate,33,,14.0,2.4,3,3,1,0,0,1,1,0,0,3.6,1
403,38,Male,Seoul,iOS,Standard,CreditCard,Ads,29,13706.0,18.1,1.9,5,1,1,0,0,0,1,1,1,2.6,0
404,39,Female,Incheon,iOS,Basic,MobilePay,SNS,15,11138.0,44.5,4.7,4,2,0,0,4,1,1,0,0,3.2,0
405,33,Female,Seoul,iOS,Standard,MobilePay,Organic,23,13848.0,8.7,1.3,5,1,0,0,3,0,1,0,1,4.4,0
406,45,Female,Daejeon,iOS,Basic,MobilePay,Ads,20,8346.0,9.8,2.9,5,1,0,1,7,0,1,0,0,4.1,0
407,26,Female,Other,Android,Standard,BankTransfer,Organic,22,15138.0,15.6,1.6,2,4,0,0,3,1,1,0,0,2.1,0
